book,score
29337,200
29338,460
29339,16
29340,326
29341,396
29342,571
29343,305
29344,77
29345,98
29346,111
29347,52
29348,275
29349,162
29350,284
29351,134
29352,55
29353,347
29354,404
29355,561
29356,269
29357,39
29358,24
29359,472
29360,425
29361,532
29362,243
29363,93
29364,82
29365,567
29366,546
29367,294
29368,534
29369,404
29370,380
29371,71
29372,213
29373,240
29374,18
29375,185
29376,220
29377,367
29378,162
29379,415
29380,209
29381,346
29382,326
29383,505
29384,262
29385,56
29386,468
29387,249
29388,164
29389,165
29390,226
29391,139
29392,502
29393,384
29394,161
29395,562
29396,534
29397,374
29398,3
29399,533
29400,415
29401,500
29402,457
29403,185
29404,89
29405,1
29406,421
29407,496
29408,235
29409,130
29410,480
29411,471
29412,72
29413,176
29414,554
29415,349
29416,488
29417,140
29418,300
29419,95
29420,162
29421,98
29422,235
29423,16
29424,195
29425,283
29426,396
29427,326
29428,213
29429,508
29430,382
29431,200
29432,383
29433,284
29434,112
29435,99
29436,477
29437,579
29438,8
29439,540
29440,588
29441,566
29442,245
29443,112
29444,340
29445,487
29446,98
29447,558
29448,18
29449,218
29450,232
29451,302
29452,305
29453,586
29454,422
29455,580
29456,237
29457,81
29458,504
29459,4
29460,499
29461,558
29462,473
29463,345
29464,256
29465,457
29466,454
29467,169
29468,429
29469,386
29470,120
29471,584
29472,12
29473,432
29474,333
29475,373
29476,369
29477,205
29478,388
29479,281
29480,160
29481,470
29482,164
29483,403
29484,519
29485,305
29486,336
29487,561
29488,399
29489,191
29490,336
29491,442
29492,341
29493,385
29494,183
29495,542
29496,471
29497,246
29498,117
29499,198
29500,269
29501,138
29502,521
29503,288
29504,310
29505,459
29506,180
29507,491
29508,292
29509,357
29510,116
29511,121
29512,221
29513,310
29514,339
29515,250
29516,399
29517,147
29518,276
29519,53
29520,519
29521,488
29522,186
29523,2
29524,581
29525,47
29526,533
29527,3
29528,408
29529,72
29530,434
29531,304
29532,2
29533,7
29534,221
29535,313
29536,535
29537,124
29538,230
29539,246
29540,351
29541,475
29542,557
29543,275
29544,422
29545,403
29546,107
29547,551
29548,349
29549,172
29550,350
29551,172
29552,30
29553,553
29554,505
29555,1
29556,369
29557,510
29558,126
29559,578
29560,462
29561,27
29562,145
29563,529
29564,214
29565,86
29566,250
29567,518
29568,451
29569,478
29570,22
29571,10
29572,376
29573,347
29574,251
29575,313
29576,286
29577,252
29578,390
29579,270
29580,205
29581,200
29582,371
29583,360
29584,267
29585,430
29586,96
29587,82
29588,252
29589,216
29590,223
29591,505
29592,542
29593,250
29594,494
29595,238
29596,263
29597,201
29598,116
29599,107
29600,5
29601,526
29602,418
29603,226
29604,394
29605,441
29606,179
29607,281
29608,267
29609,394
29610,546
29611,458
29612,35
29613,555
29614,231
29615,367
29616,504
29617,10
29618,53
29619,467
29620,18
29621,555
29622,395
29623,123
29624,283
29625,473
29626,380
29627,395
29628,192
29629,293
29630,558
29631,261
29632,538
29633,143
29634,220
29635,356
29636,145
29637,89
29638,448
29639,62
29640,86
29641,108
29642,313
29643,256
29644,491
29645,386
29646,268
29647,4
29648,2
29649,98
29650,490
29651,470
29652,271
29653,177
29654,134
29655,36
29656,138
29657,342
29658,41
29659,283
29660,325
29661,350
29662,228
29663,558
29664,14
29665,510
29666,161
29667,578
29668,65
29669,239
29670,31
29671,165
29672,382
29673,212
29674,64
29675,28
29676,250
29677,7
29678,464
29679,124
29680,413
29681,233
29682,132
29683,280
29684,111
29685,176
29686,189
29687,57
29688,311
29689,82
29690,56
29691,572
29692,274
29693,200
29694,227
29695,44
29696,164
29697,166
29698,213
29699,129
29700,487
29701,263
29702,403
29703,201
29704,461
29705,246
29706,147
29707,266
29708,19
29709,367
29710,39
29711,593
29712,444
29713,99
29714,159
29715,141
29716,414
29717,555
29718,107
29719,125
29720,550
29721,483
29722,236
29723,48
29724,475
29725,312
29726,126
29727,235
29728,129
29729,412
29730,453
29731,52
29732,445
29733,350
29734,48
29735,598
29736,600
29737,15
29738,118
29739,365
29740,258
29741,222
29742,299
29743,273
29744,452
29745,406
29746,535
29747,184
29748,33
29749,109
29750,556
29751,132
29752,58
29753,13
29754,467
29755,68
29756,229
29757,152
29758,362
29759,309
29760,1
29761,580
29762,91
29763,513
29764,209
29765,222
29766,107
29767,584
29768,562
29769,586
29770,29
29771,435
29772,235
29773,201
29774,123
29775,304
29776,216
29777,539
29778,560
29779,526
29780,507
29781,244
29782,445
29783,354
29784,376
29785,267
29786,343
29787,459
29788,354
29789,349
29790,537
29791,248
29792,47
29793,65
29794,268
29795,538
29796,334
29797,572
29798,119
29799,188
29800,360
29801,540
29802,404
29803,78
29804,82
29805,210
29806,224
29807,328
29808,461
29809,289
29810,550
29811,316
29812,40
29813,571
29814,186
29815,148
29816,83
29817,98
29818,229
29819,595
29820,32
29821,179
29822,130
29823,519
29824,224
29825,511
29826,459
29827,372
29828,152
29829,260
29830,201
29831,164
29832,590
29833,441
29834,254
29835,538
29836,259
29837,550
29838,496
29839,103
29840,311
29841,593
29842,293
29843,395
29844,60
29845,117
29846,438
29847,45
29848,456
29849,13
29850,161
29851,278
29852,394
29853,135
29854,479
29855,583
29856,144
29857,523
29858,54
29859,403
29860,11
29861,218
29862,348
29863,503
29864,144
29865,12
29866,553
29867,349
29868,539
29869,466
29870,263
29871,16
29872,474
29873,378
29874,329
29875,58
29876,195
29877,128
29878,109
29879,129
29880,363
29881,473
29882,167
29883,337
29884,580
29885,523
29886,180
29887,363
29888,466
29889,25
29890,80
29891,506
29892,51
29893,331
29894,356
29895,78
29896,17
29897,314
29898,487
29899,273
29900,165
29901,480
29902,288
29903,351
29904,377
29905,478
29906,357
29907,372
29908,145
29909,495
29910,35
29911,445
29912,311
29913,50
29914,195
29915,240
29916,235
29917,413
29918,541
29919,287
29920,595
29921,332
29922,212
29923,559
29924,268
29925,17
29926,182
29927,167
29928,269
29929,294
29930,126
29931,596
29932,389
29933,462
29934,439
29935,273
29936,225
29937,137
29938,471
29939,252
29940,459
29941,134
29942,413
29943,84
29944,473
29945,226
29946,233
29947,254
29948,137
29949,239
29950,359
29951,487
29952,503
29953,489
29954,320
29955,372
29956,323
29957,337
29958,589
29959,293
29960,250
29961,388
29962,352
29963,464
29964,151
29965,142
29966,577
29967,41
29968,253
29969,80
29970,113
29971,351
29972,460
29973,537
29974,559
29975,378
29976,269
29977,424
29978,309
29979,200
29980,28
29981,23
29982,14
29983,328
29984,121
29985,323
29986,310
29987,238
29988,283
29989,512
29990,406
29991,476
29992,82
29993,26
29994,274
29995,545
29996,183
29997,310
29998,241
29999,403
30000,170
30001,342
30002,465
30003,433
30004,231
30005,4
30006,428
30007,499
30008,183
30009,54
30010,578
30011,427
30012,582
30013,335
30014,453
30015,276
30016,526
30017,239
30018,499
30019,256
30020,160
30021,304
30022,172
30023,329
30024,426
30025,353
30026,56
30027,205
30028,521
30029,88
30030,547
30031,316
30032,180
30033,8
30034,105
30035,285
30036,354
30037,339
30038,304
30039,268
30040,130
30041,256
30042,382
30043,144
30044,125
30045,37
30046,32
30047,218
30048,122
30049,552
30050,531
30051,272
30052,486
30053,111
30054,371
30055,350
30056,485
30057,415
30058,310
30059,166
30060,298
30061,514
30062,356
30063,199
30064,142
30065,578
30066,246
30067,409
30068,585
30069,338
30070,160
30071,376
30072,162
30073,67
30074,451
30075,430
30076,516
30077,363
30078,435
30079,459
30080,272
30081,107
30082,226
30083,328
30084,233
30085,23
30086,528
30087,322
30088,144
30089,440
30090,64
30091,545
30092,252
30093,598
30094,192
30095,600
30096,421
30097,255
30098,100
30099,383
30100,198
30101,293
30102,367
30103,363
30104,165
30105,563
30106,279
30107,568
30108,472
30109,567
30110,419
30111,29
30112,141
30113,331
30114,76
30115,453
30116,157
30117,406
30118,294
30119,182
30120,15
30121,184
30122,498
30123,42
30124,509
30125,106
30126,473
30127,171
30128,229
30129,59
30130,15
30131,76
30132,278
30133,528
30134,97
30135,10
30136,253
30137,187
30138,540
30139,305
30140,235
30141,428
30142,580
30143,107
30144,212
30145,525
30146,173
30147,195
30148,263
30149,430
30150,410
30151,224
30152,445
30153,249
30154,552
30155,5
30156,144
30157,257
30158,301
30159,285
30160,385
30161,115
30162,187
30163,515
30164,118
30165,359
30166,323
30167,280
30168,206
30169,600
30170,327
30171,350
30172,155
30173,565
30174,81
30175,153
30176,235
30177,284
30178,377
30179,341
30180,370
30181,485
30182,295
30183,419
30184,279
30185,82
30186,349
30187,253
30188,41
30189,238
30190,528
30191,104
30192,246
30193,563
30194,563
30195,322
30196,257
30197,86
30198,384
30199,233
30200,598
30201,277
30202,388
30203,507
30204,474
30205,104
30206,230
30207,476
30208,300
30209,421
30210,76
30211,257
30212,553
30213,430
30214,521
30215,299
30216,369
30217,109
30218,343
30219,439
30220,404
30221,255
30222,197
30223,579
30224,328
30225,30
30226,293
30227,387
30228,587
30229,305
30230,381
30231,297
30232,119
30233,406
30234,471
30235,459
30236,326
30237,456
30238,199
30239,390
30240,563
30241,403
30242,177
30243,585
30244,555
30245,444
30246,13
30247,228
30248,510
30249,22
30250,432
30251,431
30252,318
30253,31
30254,336
30255,103
30256,363
30257,409
30258,580
30259,515
30260,400
30261,548
30262,133
30263,533
30264,189
30265,153
30266,276
30267,364
30268,298
30269,313
30270,90
30271,421
30272,589
30273,499
30274,494
30275,58
30276,233
30277,205
30278,70
30279,331
30280,51
30281,258
30282,598
30283,377
30284,337
30285,146
30286,334
30287,578
30288,50
30289,519
30290,547
30291,422
30292,348
30293,3
30294,340
30295,336
30296,574
30297,119
30298,223
30299,16
30300,82
30301,127
30302,360
30303,381
30304,22
30305,585
30306,165
30307,512
30308,72
30309,364
30310,537
30311,459
30312,492
30313,565
30314,451
30315,328
30316,347
30317,588
30318,26
30319,23
30320,81
30321,525
30322,439
30323,535
30324,139
30325,314
30326,583
30327,270
30328,476
30329,454
30330,508
30331,228
30332,115
30333,77
30334,575
30335,169
30336,266
30337,16
30338,76
30339,166
30340,308
30341,204
30342,577
30343,9
30344,212
30345,154
30346,116
30347,106
30348,95
30349,521
30350,417
30351,242
30352,70
30353,454
30354,333
30355,308
30356,114
30357,342
30358,514
30359,332
30360,387
30361,42
30362,534
30363,459
30364,447
30365,121
30366,82
30367,277
30368,316
30369,556
30370,589
30371,329
30372,210
30373,395
30374,243
30375,79
30376,376
30377,117
30378,421
30379,233
30380,289
30381,380
30382,526
30383,96
30384,242
30385,159
30386,39
30387,31
30388,540
30389,225
30390,391
30391,260
30392,376
30393,367
30394,155
30395,419
30396,300
30397,270
30398,14
30399,357
30400,32
30401,522
30402,205
30403,429
30404,141
30405,36
30406,530
30407,251
30408,171
30409,515
30410,10
30411,194
30412,333
30413,139
30414,277
30415,76
30416,4
30417,331
30418,274
30419,309
30420,484
30421,96
30422,12
30423,420
30424,119
30425,95
30426,285
30427,486
30428,596
30429,56
30430,206
30431,581
30432,172
30433,486
30434,64
30435,238
30436,321
30437,19
30438,538
30439,120
30440,331
30441,160
30442,479
30443,368
30444,512
30445,185
30446,179
30447,330
30448,590
30449,159
30450,114
30451,234
30452,432
30453,440
30454,309
30455,528
30456,172
30457,321
30458,330
30459,265
30460,437
30461,379
30462,438
30463,378
30464,362
30465,131
30466,186
30467,152
30468,322
30469,524
30470,384
30471,171
30472,474
30473,407
30474,280
30475,441
30476,108
30477,130
30478,315
30479,142
30480,61
30481,95
30482,411
30483,481
30484,356
30485,267
30486,389
30487,250
30488,290
30489,599
30490,316
30491,600
30492,154
30493,91
30494,155
30495,519
30496,127
30497,342
30498,151
30499,550
30500,596
30501,250
30502,431
30503,375
30504,244
30505,13
30506,537
30507,39
30508,143
30509,234
30510,562
30511,317
30512,437
30513,558
30514,145
30515,40
30516,330
30517,478
30518,552
30519,408
30520,542
30521,245
30522,64
30523,551
30524,104
30525,300
30526,105
30527,145
30528,214
30529,226
30530,59
30531,517
30532,420
30533,235
30534,395
30535,584
30536,166
30537,413
30538,253
30539,335
30540,140
30541,549
30542,443
30543,418
30544,297
30545,248
30546,207
30547,217
30548,415
30549,382
30550,211
30551,542
30552,108
30553,344
30554,298
30555,521
30556,537
30557,474
30558,98
30559,386
30560,20
30561,220
30562,97
30563,233
30564,284
30565,322
30566,401
30567,578
30568,188
30569,476
30570,306
30571,493
30572,47
30573,488
30574,170
30575,505
30576,254
30577,490
30578,451
30579,192
30580,432
30581,373
30582,297
30583,430
30584,279
30585,188
30586,334
30587,331
30588,251
30589,569
30590,100
30591,112
30592,13
30593,543
30594,471
30595,286
30596,482
30597,155
30598,333
30599,522
30600,554
30601,245
30602,594
30603,20
30604,140
30605,101
30606,164
30607,127
30608,528
30609,456
30610,111
30611,179
30612,136
30613,49
30614,366
30615,422
30616,100
30617,412
30618,48
30619,457
30620,288
30621,438
30622,331
30623,590
30624,4
30625,376
30626,143
30627,456
30628,329
30629,274
30630,145
30631,35
30632,403
30633,389
30634,330
30635,106
30636,599
30637,401
30638,164
30639,175
30640,530
30641,197
30642,169
30643,141
30644,555
30645,388
30646,583
30647,89
30648,198
30649,292
30650,76
30651,327
30652,6
30653,27
30654,354
30655,17
30656,334
30657,578
30658,455
30659,154
30660,365
30661,387
30662,91
30663,593
30664,108
30665,335
30666,319
30667,329
30668,452
30669,72
30670,135
30671,525
30672,569
30673,517
30674,579
30675,17
30676,77
30677,132
30678,408
30679,11
30680,418
30681,121
30682,358
30683,240
30684,240
30685,109
30686,573
30687,396
30688,223
30689,490
30690,185
30691,201
30692,522
30693,147
30694,223
30695,8
30696,384
30697,240
30698,243
30699,6
30700,40
30701,326
30702,528
30703,397
30704,16
30705,309
30706,226
30707,452
30708,178
30709,156
30710,428
30711,153
30712,284
30713,439
30714,241
30715,98
30716,530
30717,384
30718,561
30719,67
30720,363
30721,532
30722,538
30723,9
30724,148
30725,204
30726,80
30727,413
30728,236
30729,219
30730,427
30731,533
30732,302
30733,527
30734,515
30735,356
30736,324
30737,409
30738,459
30739,185
30740,175
30741,447
30742,455
30743,478
30744,112
30745,113
30746,595
30747,31
30748,121
30749,536
30750,313
30751,466
30752,29
30753,266
30754,398
30755,342
30756,64
30757,307
30758,514
30759,235
30760,36
30761,349
30762,571
30763,489
30764,82
30765,464
30766,381
30767,429
30768,265
30769,492
30770,192
30771,94
30772,598
30773,451
30774,357
30775,222
30776,569
30777,564
30778,278
30779,60
30780,399
30781,50
30782,218
30783,518
30784,353
30785,179
30786,137
30787,531
30788,201
30789,180
30790,66
30791,526
30792,372
30793,122
30794,391
30795,39
30796,64
30797,75
30798,17
30799,12
30800,139
30801,171
30802,102
30803,437
30804,109
30805,595
30806,339
30807,301
30808,380
30809,171
30810,311
30811,412
30812,250
30813,480
30814,143
30815,194
30816,445
30817,113
30818,39
30819,277
30820,42
30821,363
30822,307
30823,187
30824,343
30825,597
30826,154
30827,75
30828,420
30829,469
30830,132
30831,494
30832,165
30833,393
30834,328
30835,19
30836,431
30837,170
30838,149
30839,192
30840,356
30841,307
30842,419
30843,245
30844,277
30845,135
30846,220
30847,186
30848,59
30849,160
30850,140
30851,64
30852,361
30853,412
30854,378
30855,533
30856,170
30857,338
30858,410
30859,273
30860,82
30861,35
30862,369
30863,414
30864,524
30865,227
30866,212
30867,452
30868,560
30869,230
30870,93
30871,58
30872,238
30873,495
30874,308
30875,585
30876,164
30877,460
30878,270
30879,130
30880,415
30881,533
30882,436
30883,384
30884,569
30885,164
30886,178
30887,312
30888,496
30889,190
30890,346
30891,437
30892,31
30893,95
30894,348
30895,256
30896,131
30897,12
30898,109
30899,372
30900,508
30901,226
30902,530
30903,351
30904,374
30905,108
30906,527
30907,485
30908,27
30909,545
30910,280
30911,231
30912,23
30913,220
30914,538
30915,241
30916,183
30917,573
30918,575
30919,520
30920,566
30921,557
30922,477
30923,402
30924,470
30925,119
30926,594
30927,600
30928,183
30929,249
30930,478
30931,366
30932,216
30933,490
30934,221
30935,556
30936,447
30937,237
30938,568
30939,437
30940,382
30941,468
30942,374
30943,316
30944,436
30945,376
30946,12
30947,422
30948,21
30949,44
30950,494
30951,514
30952,584
30953,466
30954,593
30955,85
30956,403
30957,565
30958,591
30959,227
30960,524
30961,582
30962,301
30963,152
30964,406
30965,241
30966,100
30967,268
30968,374
30969,495
30970,370
30971,300
30972,66
30973,511
30974,141
30975,573
30976,533
30977,462
30978,516
30979,236
30980,545
30981,414
30982,434
30983,569
30984,401
30985,578
30986,16
30987,282
30988,98
30989,583
30990,597
30991,76
30992,158
30993,397
30994,108
30995,276
30996,596
30997,69
30998,211
30999,243
31000,239
31001,150
31002,155
31003,296
31004,321
31005,488
31006,305
31007,199
31008,324
31009,497
31010,560
31011,319
31012,422
31013,493
31014,224
31015,329
31016,94
31017,280
31018,207
31019,573
31020,407
31021,95
31022,114
31023,63
31024,80
31025,205
31026,313
31027,142
31028,205
31029,537
31030,4
31031,405
31032,365
31033,85
31034,590
31035,355
31036,593
31037,465
31038,29
31039,581
31040,278
31041,222
31042,522
31043,211
31044,407
31045,39
31046,139
31047,167
31048,259
31049,241
31050,410
31051,169
31052,526
31053,339
31054,170
31055,384
31056,78
31057,72
31058,486
31059,132
31060,381
31061,425
31062,78
31063,15
31064,37
31065,96
31066,374
31067,490
31068,525
31069,248
31070,253
31071,451
31072,375
31073,32
31074,535
31075,451
31076,547
31077,526
31078,167
31079,126
31080,491
31081,184
31082,189
31083,212
31084,308
31085,245
31086,312
31087,292
31088,582
31089,210
31090,392
31091,248
31092,152
31093,137
31094,282
31095,92
31096,19
31097,260
31098,289
31099,472
31100,17
31101,431
31102,133
31103,213
31104,586
31105,100
31106,483
31107,44
31108,467
31109,335
31110,489
31111,226
31112,507
31113,426
31114,268
31115,32
31116,59
31117,419
31118,208
31119,222
31120,586
31121,360
31122,67
31123,336
31124,514
31125,189
31126,150
31127,56
31128,99
31129,533
31130,81
31131,75
31132,505
31133,100
31134,426
31135,184
31136,220
31137,341
31138,58
31139,242
31140,324
31141,423
31142,492
31143,47
31144,231
31145,186
31146,59
31147,242
31148,201
31149,456
31150,359
31151,251
31152,175
31153,470
31154,99
31155,53
31156,488
31157,481
31158,558
31159,512
31160,352
31161,390
31162,188
31163,173
31164,569
31165,90
31166,80
31167,247
31168,305
31169,304
31170,88
31171,97
31172,371
31173,321
31174,21
31175,482
31176,18
31177,261
31178,238
31179,493
31180,457
31181,463
31182,528
31183,541
31184,568
31185,175
31186,524
31187,46
31188,260
31189,337
31190,205
31191,519
31192,14
31193,483
31194,428
31195,315
31196,198
31197,452
31198,450
31199,166
31200,492
31201,256
31202,425
31203,381
31204,530
31205,488
31206,87
31207,6
31208,513
31209,566
31210,560
31211,175
31212,559
31213,230
31214,119
31215,66
31216,218
31217,528
31218,42
31219,182
31220,44
31221,465
31222,271
31223,241
31224,595
31225,33
31226,390
31227,401
31228,347
31229,240
31230,204
31231,530
31232,466
31233,106
31234,240
31235,577
31236,151
31237,498
31238,335
31239,383
31240,32
31241,594
31242,183
31243,418
31244,71
31245,272
31246,121
31247,397
31248,289
31249,76
31250,368
31251,496
31252,579
31253,374
31254,497
31255,234
31256,321
31257,500
31258,246
31259,378
31260,132
31261,281
31262,267
31263,502
31264,366
31265,97
31266,243
31267,290
31268,453
31269,9
31270,415
31271,82
31272,578
31273,348
31274,213
31275,395
31276,390
31277,96
31278,418
31279,283
31280,16
31281,288
31282,460
31283,529
31284,341
31285,122
31286,350
31287,567
31288,92
31289,335
31290,400
31291,140
31292,157
31293,83
31294,34
31295,238
31296,189
31297,562
31298,309
31299,220
31300,120
31301,131
31302,246
31303,514
31304,444
31305,177
31306,576
31307,574
31308,318
31309,4
31310,445
31311,55
31312,108
31313,279
31314,360
31315,189
31316,254
31317,490
31318,394
31319,75
31320,521
31321,567
31322,512
31323,353
31324,410
31325,274
31326,5
31327,318
31328,3
31329,593
31330,417
31331,67
31332,21
31333,579
31334,101
31335,51
31336,530
31337,445
31338,346
31339,118
31340,253
31341,223
31342,574
31343,213
31344,497
31345,77
31346,386
31347,599
31348,203
31349,34
31350,450
31351,354
31352,212
31353,303
31354,417
31355,430
31356,327
31357,265
31358,593
31359,403
31360,12
31361,401
31362,356
31363,386
31364,78
31365,469
31366,235
31367,161
31368,559
31369,307
31370,408
31371,296
31372,398
31373,461
31374,241
31375,529
31376,394
31377,208
31378,164
31379,581
31380,46
31381,262
31382,433
31383,185
31384,441
31385,380
31386,217
31387,223
31388,496
31389,174
31390,209
31391,488
31392,107
31393,222
31394,251
31395,383
31396,329
31397,596
31398,17
31399,65
31400,160
31401,359
31402,126
31403,377
31404,597
31405,186
31406,547
31407,240
31408,172
31409,2
31410,419
31411,209
31412,93
31413,395
31414,308
31415,338
31416,67
31417,177
31418,394
31419,287
31420,386
31421,588
31422,58
31423,145
31424,285
31425,406
31426,224
31427,460
31428,273
31429,102
31430,21
31431,510
31432,145
31433,295
31434,496
31435,234
31436,446
31437,562
31438,64
31439,165
31440,251
31441,71
31442,579
31443,152
31444,403
31445,35
31446,6
31447,123
31448,159
31449,427
31450,594
31451,243
31452,72
31453,55
31454,183
31455,219
31456,197
31457,418
31458,416
31459,294
31460,154
31461,502
31462,274
31463,188
31464,45
31465,244
31466,258
31467,250
31468,6
31469,473
31470,346
31471,100
31472,442
31473,428
31474,448
31475,102
31476,444
31477,595
31478,364
31479,464
31480,89
31481,286
31482,387
31483,359
31484,390
31485,371
31486,188
31487,80
31488,520
31489,328
31490,423
31491,424
31492,496
31493,64
31494,293
31495,439
31496,9
31497,172
31498,576
31499,76
31500,215
31501,347
31502,168
31503,41
31504,566
31505,196
31506,166
31507,118
31508,76
31509,456
31510,569
31511,411
31512,236
31513,149
31514,418
31515,447
31516,112
31517,132
31518,94
31519,366
31520,146
31521,124
31522,81
31523,464
31524,359
31525,560
31526,49
31527,364
31528,544
31529,139
31530,198
31531,523
31532,351
31533,276
31534,299
31535,345
31536,219
31537,380
31538,345
31539,77
31540,271
31541,508
31542,185
31543,546
31544,77
31545,140
31546,492
31547,367
31548,178
31549,286
31550,505
31551,217
31552,406
31553,161
31554,545
31555,536
31556,163
31557,146
31558,355
31559,534
31560,128
31561,188
31562,279
31563,124
31564,169
31565,80
31566,161
31567,543
31568,516
31569,528
31570,468
31571,375
31572,10
31573,165
31574,585
31575,553
31576,375
31577,184
31578,267
31579,450
31580,49
31581,205
31582,199
31583,243
31584,217
31585,324
31586,445
31587,509
31588,169
31589,370
31590,397
31591,482
31592,219
31593,300
31594,473
31595,339
31596,417
31597,163
31598,286
31599,15
31600,22
31601,539
31602,181
31603,136
31604,87
31605,149
31606,156
31607,146
31608,408
31609,157
31610,276
31611,429
31612,487
31613,501
31614,198
31615,394
31616,591
31617,120
31618,87
31619,227
31620,380
31621,492
31622,278
31623,466
31624,357
31625,502
31626,398
31627,403
31628,523
31629,177
31630,572
31631,70
31632,580
31633,385
31634,495
31635,236
31636,84
31637,266
31638,462
31639,363
31640,529
31641,110
31642,330
31643,332
31644,82
31645,563
31646,58
31647,258
31648,236
31649,330
31650,597
31651,37
31652,160
31653,116
31654,552
31655,452
31656,11
31657,511
31658,219
31659,537
31660,235
31661,358
31662,186
31663,119
31664,67
31665,359
31666,581
31667,270
31668,420
31669,142
31670,36
31671,7
31672,153
31673,39
31674,91
31675,91
31676,61
31677,289
31678,430
31679,509
31680,563
31681,477
31682,489
31683,600
31684,57
31685,38
31686,279
31687,323
31688,329
31689,234
31690,501
31691,50
31692,117
31693,238
31694,25
31695,102
31696,31
31697,41
31698,276
31699,92
31700,179
31701,599
31702,530
31703,258
31704,90
31705,117
31706,402
31707,414
31708,420
31709,540
31710,542
31711,449
31712,192
31713,86
31714,233
31715,368
31716,507
31717,462
31718,167
31719,308
31720,291
31721,92
31722,278
31723,487
31724,326
31725,526
31726,487
31727,279
31728,236
31729,50
31730,569
31731,88
31732,270
31733,399
31734,226
31735,593
31736,265
31737,220
31738,475
31739,464
31740,251
31741,440
31742,167
31743,73
31744,209
31745,233
31746,215
31747,161
31748,138
31749,368
31750,189
31751,322
31752,132
31753,401
31754,307
31755,151
31756,393
31757,496
31758,24
31759,423
31760,517
31761,551
31762,222
31763,486
31764,447
31765,20
31766,187
31767,111
31768,449
31769,519
31770,225
31771,158
31772,102
31773,593
31774,84
31775,97
31776,400
31777,25
31778,424
31779,103
31780,203
31781,416
31782,533
31783,457
31784,201
31785,532
31786,512
31787,541
31788,458
31789,25
31790,407
31791,97
31792,447
31793,411
31794,600
31795,292
31796,396
31797,409
31798,190
31799,312
31800,112
31801,67
31802,281
31803,76
31804,10
31805,300
31806,210
31807,414
31808,129
31809,226
31810,32
31811,133
31812,104
31813,338
31814,313
31815,157
31816,445
31817,33
31818,233
31819,564
31820,29
31821,317
31822,216
31823,161
31824,269
31825,3
31826,547
31827,252
31828,543
31829,505
31830,465
31831,312
31832,335
31833,3
31834,440
31835,381
31836,81
31837,539
31838,396
31839,139
31840,370
31841,401
31842,267
31843,369
31844,175
31845,466
31846,600
31847,155
31848,29
31849,373
31850,369
31851,241
31852,118
31853,481
31854,471
31855,212
31856,141
31857,146
31858,171
31859,515
31860,46
31861,346
31862,207
31863,476
31864,549
31865,596
31866,528
31867,399
31868,1
31869,107
31870,198
31871,108
31872,517
31873,369
31874,69
31875,365
31876,571
31877,357
31878,227
31879,237
31880,85
31881,36
31882,150
31883,568
31884,193
31885,287
31886,145
31887,244
31888,80
31889,125
31890,411
31891,101
31892,324
31893,407
31894,149
31895,103
31896,244
31897,361
31898,318
31899,324
31900,565
31901,457
31902,493
31903,197
31904,30
31905,24
31906,433
31907,357
31908,280
31909,205
31910,376
31911,234
31912,136
31913,465
31914,579
31915,356
31916,99
31917,5
31918,466
31919,96
31920,589
31921,471
31922,489
31923,374
31924,381
31925,92
31926,366
31927,141
31928,177
31929,311
31930,278
31931,569
31932,521
31933,255
31934,268
31935,211
31936,443
31937,247
31938,53
31939,23
31940,258
31941,183
31942,99
31943,571
31944,515
31945,536
31946,291
31947,411
31948,559
31949,37
31950,341
31951,209
31952,22
31953,517
31954,320
31955,233
31956,558
31957,284
31958,415
31959,571
31960,287
31961,329
31962,436
31963,594
31964,218
31965,595
31966,47
31967,577
31968,398
31969,108
31970,284
31971,597
31972,302
31973,192
31974,110
31975,198
31976,498
31977,182
31978,491
31979,63
31980,537
31981,245
31982,494
31983,493
31984,40
31985,594
31986,459
31987,188
31988,257
31989,101
31990,235
31991,4
31992,427
31993,388
31994,580
31995,234
31996,346
31997,559
31998,427
31999,363
32000,411
32001,411
32002,561
32003,172
32004,527
32005,178
32006,120
32007,558
32008,177
32009,511
32010,392
32011,549
32012,381
32013,439
32014,498
32015,335
32016,446
32017,75
32018,128
32019,465
32020,196
32021,82
32022,318
32023,340
32024,417
32025,427
32026,418
32027,455
32028,279
32029,505
32030,540
32031,214
32032,207
32033,143
32034,497
32035,320
32036,512
32037,562
32038,74
32039,383
32040,59
32041,454
32042,244
32043,249
32044,375
32045,329
32046,92
32047,475
32048,509
32049,411
32050,561
32051,452
32052,242
32053,207
32054,493
32055,415
32056,260
32057,235
32058,321
32059,203
32060,515
32061,187
32062,445
32063,493
32064,126
32065,13
32066,225
32067,405
32068,15
32069,85
32070,554
32071,166
32072,308
32073,72
32074,524
32075,406
32076,483
32077,517
32078,80
32079,221
32080,537
32081,191
32082,275
32083,59
32084,263
32085,584
32086,20
32087,546
32088,289
32089,432
32090,151
32091,139
32092,92
32093,467
32094,426
32095,148
32096,12
32097,264
32098,363
32099,455
32100,447
32101,109
32102,172
32103,13
32104,50
32105,592
32106,388
32107,377
32108,486
32109,385
32110,419
32111,122
32112,309
32113,11
32114,522
32115,480
32116,23
32117,521
32118,565
32119,96
32120,20
32121,61
32122,278
32123,66
32124,501
32125,251
32126,39
32127,96
32128,516
32129,429
32130,52
32131,473
32132,308
32133,104
32134,434
32135,499
